x-axis,1,2,3
second,Volt,Volt,Volt
-999.0000E-06,-215.7663E-06,+475.1884E-06,-1.6963724693E+00
-998.0010E-06,-224.6859E-06,+473.2035E-06,-3.0288787364E+00
-997.0020E-06,-226.2186E-06,+466.2186E-06,-3.0214666762E+00
-996.0030E-06,-252.6759E-06,+463.5804E-06,-3.0164666762E+00
-995.0040E-06,-249.3342E-06,+466.7965E-06,-3.0120885356E+00
-994.0050E-06,-267.7764E-06,+460.8668E-06,-3.0071764753E+00
-993.0060E-06,-248.7814E-06,+468.4799E-06,-3.0017430583E+00
-992.0070E-06,-240.6658E-06,+482.1985E-06,-2.9952606463E+00
-991.0080E-06,-231.7714E-06,+487.2487E-06,-2.9890546162E+00
-990.0090E-06,-238.9322E-06,+488.2286E-06,-2.9838284856E+00
-989.0100E-06,-229.5854E-06,+490.3894E-06,-2.9792870284E+00
-988.0110E-06,-248.6809E-06,+487.4497E-06,-2.9753548676E+00
-987.0120E-06,-267.5000E-06,+473.5301E-06,-2.9715797420E+00
-986.0130E-06,-283.2035E-06,+458.8065E-06,-2.9670320034E+00
-985.0140E-06,-263.1281E-06,+455.5653E-06,-2.9616676818E+00
-984.0150E-06,-267.7764E-06,+453.7060E-06,-2.9552292397E+00
-983.0160E-06,-245.3643E-06,+445.1131E-06,-2.9487531091E+00
-982.0170E-06,-241.7965E-06,+437.9523E-06,-2.9428799936E+00
-981.0180E-06,-235.2638E-06,+440.8668E-06,-2.9378988379E+00
-980.0190E-06,-251.3693E-06,+439.9121E-06,-2.9333825063E+00
-979.0200E-06,-265.8920E-06,+435.8668E-06,-2.9282820038E+00
-978.0210E-06,-284.7111E-06,+418.3040E-06,-2.9223397928E+00
-977.0220E-06,-289.1332E-06,+404.2085E-06,-2.9154742150E+00
-976.0230E-06,-291.4196E-06,+403.1281E-06,-2.9087091397E+00
-975.0240E-06,-264.6357E-06,+408.1533E-06,-2.9023083860E+00
-974.0250E-06,-248.4296E-06,+431.8467E-06,-2.8969063760E+00
-973.0260E-06,-212.8769E-06,+462.4497E-06,-2.8923712002E+00
-972.0270E-06,-178.2789E-06,+491.5955E-06,-2.8871010997E+00
-971.0280E-06,-149.6357E-06,+511.9975E-06,-2.8809327581E+00
-970.0290E-06,-167.5502E-06,+506.7714E-06,-2.8740420546E+00
