x-axis,1,3
second,Volt,Volt
-168.00000E-06,,
-167.95000E-06,+2.94546474E-03,-1.09548679369E+00
-167.90000E-06,+2.94091694E-03,-1.09425562828E+00
-167.85000E-06,+2.94119334E-03,-1.09286742769E+00
-167.80000E-06,+2.94066566E-03,-1.09149797363E+00
-167.75000E-06,+2.93775088E-03,-1.09062486168E+00
-167.70000E-06,+2.93418296E-03,-1.08970151777E+00
-167.65000E-06,+2.93591729E-03,-1.08873410030E+00
-167.60000E-06,+2.93478611E-03,-1.08818130754E+00
-167.55000E-06,+2.93518905E-03,-1.08736485730E+00
-167.50000E-06,+2.94064103E-03,-1.08676183258E+00
-167.45000E-06,+2.94136891E-03,-1.08615880786E+00
-167.40000E-06,+2.94086767E-03,-1.08544888948E+00
-167.35000E-06,+2.94189695E-03,-1.08494623822E+00
-167.30000E-06,+2.93875624E-03,-1.08445010718E+00
-167.25000E-06,+2.93963675E-03,-1.08387219844E+00
-167.20000E-06,+2.94626821E-03,-1.08313725453E+00
-167.15000E-06,+2.94503765E-03,-1.08252197333E+00
-167.10000E-06,+2.94674686E-03,-1.08166736670E+00
-167.05000E-06,+2.94692207E-03,-1.08086350460E+00
-167.00000E-06,+2.94566579E-03,-1.07985237537E+00
-166.95000E-06,+2.94596887E-03,-1.07871524412E+00
-166.90000E-06,+2.94546149E-03,-1.07764111388E+00
-166.85000E-06,+2.93644123E-03,-1.07654228978E+00
-166.80000E-06,+2.93890609E-03,-1.07505921079E+00
-166.75000E-06,+2.93875624E-03,-1.07357096840E+00
-166.70000E-06,+2.94245167E-03,-1.07201897122E+00
-166.65000E-06,+2.94494020E-03,-1.07045462712E+00
-166.60000E-06,+2.94197338E-03,-1.06854584283E+00
-166.55000E-06,+2.94129284E-03,-1.06699952162E+00
-166.50000E-06,+2.94906115E-03,-1.06537259862E+00
-166.45000E-06,+2.94965959E-03,-1.06353240086E+00
-166.40000E-06,+2.94694478E-03,-1.06188603785E+00
-166.35000E-06,+2.94357911E-03,-1.06044126600E+00
-166.30000E-06,+2.94210053E-03,-1.05873331910E+00
-166.25000E-06,+2.94566977E-03,-1.05739501880E+00
-166.20000E-06,+2.94755021E-03,-1.05542924114E+00
-166.15000E-06,+2.94375203E-03,-1.05419107310E+00
-166.10000E-06,+2.94061265E-03,-1.05298535533E+00
-166.05000E-06,+2.93418634E-03,-1.05182953786E+00
-166.00000E-06,+2.92958843E-03,-1.05073729426E+00
-165.95000E-06,+2.93252820E-03,-1.04983864421E+00
-165.90000E-06,+2.93310298E-03,-1.04891644605E+00
-165.85000E-06,+2.93722031E-03,-1.04797423501E+00
-165.80000E-06,+2.93113983E-03,-1.04718905914E+00
-165.75000E-06,+2.93059041E-03,-1.04649767622E+00
-165.70000E-06,+2.92901100E-03,-1.04577574257E+00
-165.65000E-06,+2.93231871E-03,-1.04499056670E+00
-165.60000E-06,+2.93117013E-03,-1.04436242600E+00
-165.55000E-06,+2.93121855E-03,-1.04369706360E+00
