x-axis,1,2,3,F1
-4.545450E-03,-178.832E-06,+2.955968E-03,-324.104896E-03,-60.623875E-03
-4.540455E-03,-249.686E-06,+3.034535E-03,-292.515700E-03,-82.349949E-03
-4.535460E-03,-188.756E-06,+2.985616E-03,-263.300877E-03,-63.306981E-03
-4.530465E-03,-312.852E-06,+2.922475E-03,-233.005651E-03,-107.164403E-03
-4.525470E-03,-124.937E-06,+3.138329E-03,-199.475500E-03,-39.913426E-03
-4.520475E-03,-161.872E-06,+3.091018E-03,-172.251883E-03,-52.530614E-03
-4.515480E-03,-153.480E-06,+2.995741E-03,-146.705400E-03,-51.339207E-03
-4.510485E-03,-195.440E-06,+2.912726E-03,-116.259421E-03,-67.183934E-03
-4.505490E-03,-205.289E-06,+3.015641E-03,-85.493090E-03,-68.158055E-03
-4.500495E-03,-147.701E-06,+3.043807E-03,-56.818467E-03,-48.592625E-03
-4.495500E-03,-186.998E-06,+2.995163E-03,-32.584799E-03,-62.491551E-03
-4.490505E-03,-226.470E-06,+2.861445E-03,-3.489322E-03,-79.242039E-03
-4.485510E-03,-347.450E-06,+2.804108E-03,+24.846105E-03,-123.995457E-03
-4.480515E-03,-291.118E-06,+2.819586E-03,+56.171482E-03,-103.370457E-03
-4.475520E-03,-190.791E-06,+2.983555E-03,+85.367461E-03,-64.056492E-03
-4.470525E-03,-343.405E-06,+2.971420E-03,+115.750627E-03,-115.714207E-03
-4.465530E-03,-362.098E-06,+2.775490E-03,+143.614948E-03,-130.572606E-03
-4.460535E-03,-416.369E-06,+2.817827E-03,+169.827259E-03,-147.867528E-03
-4.455540E-03,-337.852E-06,+2.857174E-03,+200.606154E-03,-118.331395E-03
-4.450545E-03,-475.063E-06,+2.783807E-03,+231.636304E-03,-170.721532E-03
-4.445550E-03,-449.686E-06,+2.844033E-03,+260.568465E-03,-158.219090E-03
-4.440555E-03,-406.168E-06,+2.812450E-03,+290.160173E-03,-144.500828E-03
-4.435560E-03,-464.761E-06,+2.775214E-03,+321.717961E-03,-167.559910E-03
-4.430565E-03,-336.646E-06,+2.773907E-03,+351.906403E-03,-121.544285E-03
-4.425570E-03,-220.239E-06,+2.900666E-03,+383.457910E-03,-76.043797E-03
-4.420575E-03,-345.540E-06,+2.824184E-03,+412.766955E-03,-122.440282E-03
-4.415580E-03,-383.103E-06,+2.774988E-03,+444.086051E-03,-138.136082E-03
-4.410585E-03,-366.118E-06,+2.757224E-03,+478.369970E-03,-132.952977E-03
-4.405590E-03,-183.455E-06,+2.866244E-03,+506.906402E-03,-64.112645E-03
-4.400595E-03,-333.756E-06,+2.825214E-03,+533.859919E-03,-118.204442E-03
-4.395600E-03,-426.068E-06,+2.770289E-03,+566.096099E-03,-153.885594E-03
-4.390605E-03,-226.872E-06,+2.805616E-03,+597.509416E-03,-81.009617E-03
-4.385610E-03,-323.756E-06,+2.737274E-03,+621.780772E-03,-118.433934E-03
-4.380615E-03,-262.450E-06,+2.819912E-03,+651.202882E-03,-93.158055E-03
-4.375620E-03,-204.384E-06,+2.941445E-03,+683.162681E-03,-69.552098E-03
-4.370625E-03,-277.450E-06,+2.753957E-03,+714.431525E-03,-100.821629E-03
-4.365630E-03,-420.791E-06,+2.784209E-03,+744.645093E-03,-151.231785E-03
-4.360635E-03,-452.977E-06,+2.819686E-03,+770.989313E-03,-160.748387E-03
-4.355640E-03,-322.575E-06,+2.884033E-03,+801.334790E-03,-111.942235E-03
-4.350645E-03,-347.651E-06,+2.857651E-03,+834.104891E-03,-121.749364E-03
-4.345650E-03,-420.666E-06,+2.855339E-03,+864.462930E-03,-147.415867E-03
-4.340655E-03,-483.505E-06,+2.814586E-03,+892.214186E-03,-171.900731E-03
-4.335660E-03,-398.807E-06,+2.783731E-03,+923.853633E-03,-143.353367E-03
-4.330665E-03,-484.460E-06,+2.760641E-03,+955.706648E-03,-175.582371E-03
-4.325670E-03,-463.681E-06,+2.744962E-03,+981.202879E-03,-169.017430E-03
-4.320675E-03,-351.570E-06,+2.846545E-03,+1.014337301E+00,-123.587742E-03
-4.315680E-03,-435.364E-06,+2.831445E-03,+1.045411421E+00,-153.910008E-03
-4.310685E-03,-545.364E-06,+2.736797E-03,+1.071881270E+00,-199.388524E-03
-4.305690E-03,-423.907E-06,+2.822098E-03,+1.101498104E+00,-150.333348E-03
-4.300695E-03,-441.394E-06,+2.833505E-03,+1.131070968E+00,-155.875340E-03
-4.295700E-03,-429.209E-06,+2.896420E-03,+1.161228003E+00,-148.294774E-03
-4.290705E-03,-418.028E-06,+2.850817E-03,+1.192145088E+00,-146.700535E-03
-4.285710E-03,-350.766E-06,+2.812701E-03,+1.224475489E+00,-124.825535E-03
-4.280715E-03,-324.887E-06,+2.909988E-03,+1.250675238E+00,-111.690770E-03
-4.275720E-03,-407.173E-06,+2.976696E-03,+1.282842323E+00,-136.910496E-03
-4.270725E-03,-477.952E-06,+2.873179E-03,+1.318200363E+00,-166.471043E-03
-4.265730E-03,-482.877E-06,+2.840013E-03,+1.349186543E+00,-170.108739E-03
-4.260735E-03,-411.168E-06,+2.875766E-03,+1.373998101E+00,-143.050633E-03
-4.255740E-03,-419.183E-06,+2.993530E-03,+1.405097347E+00,-140.133153E-03
-4.250745E-03,-422.952E-06,+2.954008E-03,+1.434965437E+00,-143.250828E-03
-4.245750E-03,-357.852E-06,+2.913505E-03,+1.463332271E+00,-122.916356E-03
-4.240755E-03,-374.359E-06,+2.930264E-03,+1.492766944E+00,-127.884617E-03
-4.235760E-03,-305.540E-06,+2.996922E-03,+1.523256893E+00,-102.061864E-03
-4.230765E-03,-375.314E-06,+3.076822E-03,+1.552553375E+00,-122.083836E-03
-4.225770E-03,-238.279E-06,+2.953153E-03,+1.580524481E+00,-80.789891E-03
-4.220775E-03,-274.686E-06,+3.015138E-03,+1.610505636E+00,-91.202489E-03
-4.215780E-03,-292.701E-06,+3.029812E-03,+1.642792068E+00,-96.690770E-03
-4.210785E-03,-218.028E-06,+3.065490E-03,+1.673451615E+00,-71.226903E-03
-4.205790E-03,-273.078E-06,+3.035540E-03,+1.702880007E+00,-90.059910E-03
-4.200795E-03,-436.093E-06,+2.951470E-03,+1.731140057E+00,-147.823582E-03
-4.195800E-03,-265.641E-06,+3.050314E-03,+1.762484278E+00,-87.161961E-03
-4.190805E-03,-235.389E-06,+3.103530E-03,+1.791956639E+00,-75.970555E-03
-4.185810E-03,-217.500E-06,+3.196420E-03,+1.820624981E+00,-68.123875E-03
-4.180815E-03,-318.832E-06,+3.054083E-03,+1.850957895E+00,-104.500828E-03
-4.175820E-03,-285.716E-06,+3.029862E-03,+1.881749352E+00,-94.412938E-03
-4.170825E-03,-229.460E-06,+3.008229E-03,+1.908558397E+00,-76.431981E-03
-4.165830E-03,-207.199E-06,+3.119108E-03,+1.936623723E+00,-66.510106E-03
-4.160835E-03,-252.349E-06,+3.133204E-03,+1.967955381E+00,-80.631199E-03
-4.155840E-03,-317.023E-06,+3.075339E-03,+1.998885029E+00,-103.153172E-03
-4.150845E-03,-224.410E-06,+3.013405E-03,+2.024751863E+00,-74.569188E-03
-4.145850E-03,-231.344E-06,+2.994284E-03,+2.056140053E+00,-77.359715E-03
-4.140855E-03,-228.857E-06,+3.036018E-03,+2.088872465E+00,-75.416356E-03
-4.135860E-03,-292.852E-06,+3.045138E-03,+2.116598595E+00,-96.265965E-03
-4.130865E-03,-300.188E-06,+2.970490E-03,+2.148288294E+00,-101.168309E-03
-4.125870E-03,-190.339E-06,+2.965515E-03,+2.179908896E+00,-64.288426E-03
-4.120875E-03,-208.354E-06,+2.980088E-03,+2.208778243E+00,-69.998875E-03
-4.115880E-03,-283.455E-06,+2.958555E-03,+2.237421458E+00,-95.907078E-03
-4.110885E-03,-279.234E-06,+2.999234E-03,+2.266893820E+00,-93.189793E-03
-4.105890E-03,-250.264E-06,+2.935013E-03,+2.296328493E+00,-85.357762E-03
-4.100895E-03,-313.204E-06,+2.843430E-03,+2.329073468E+00,-110.243016E-03
-4.095900E-03,-266.394E-06,+2.854586E-03,+2.357427739E+00,-93.460789E-03
-4.090905E-03,-205.239E-06,+2.983405E-03,+2.386422713E+00,-68.905125E-03
-4.085910E-03,-336.545E-06,+2.928631E-03,+2.414739296E+00,-115.003758E-03
-4.080915E-03,-367.726E-06,+2.845993E-03,+2.446579748E+00,-129.305516E-03
-4.075920E-03,-331.394E-06,+2.870189E-03,+2.477836029E+00,-115.597020E-03
-4.070925E-03,-385.239E-06,+2.909736E-03,+2.508526983E+00,-132.462254E-03
-4.065930E-03,-448.379E-06,+2.970766E-03,+2.535700350E+00,-150.992528E-03
-4.060935E-03,-332.877E-06,+3.013279E-03,+2.565568440E+00,-110.543309E-03
-4.055940E-03,-359.711E-06,+2.916118E-03,+2.591253113E+00,-123.451024E-03
-4.050945E-03,-351.671E-06,+2.929736E-03,+2.621542057E+00,-120.125828E-03
-4.045950E-03,-364.384E-06,+2.920540E-03,+2.652151354E+00,-124.869481E-03
-4.040955E-03,-362.550E-06,+3.072199E-03,+2.683790800E+00,-118.109227E-03
-4.035960E-03,-478.982E-06,+2.946520E-03,+2.711259393E+00,-162.638035E-03
-4.030965E-03,-383.555E-06,+3.019661E-03,+2.739814669E+00,-127.135106E-03
-4.025970E-03,-344.359E-06,+3.099661E-03,+2.772201603E+00,-111.202489E-03
-4.020975E-03,-422.425E-06,+3.024686E-03,+2.806014417E+00,-139.737645E-03
-4.015980E-03,-589.711E-06,+2.939083E-03,+2.834010648E+00,-200.787449E-03
-4.010985E-03,-458.254E-06,+2.917852E-03,+2.861033261E+00,-157.176610E-03
-4.005990E-03,-465.641E-06,+2.989535E-03,+2.892214165E+00,-155.882664E-03
-4.000995E-03,-527.299E-06,+2.986344E-03,+1.602151365E+00,-176.668797E-03
-3.996000E-03,-462.123E-06,+2.947425E-03,-3.014368686E+00,-156.912938E-03
-3.991005E-03,-504.485E-06,+3.042601E-03,-2.986077229E+00,-165.894871E-03
-3.986010E-03,-546.922E-06,+2.949962E-03,-2.963652606E+00,-185.550633E-03
-3.981015E-03,-616.269E-06,+2.923405E-03,-2.935266928E+00,-210.897313E-03
-3.976020E-03,-722.123E-06,+3.032550E-03,-2.904959140E+00,-238.204442E-03
-3.971025E-03,-738.254E-06,+2.985616E-03,-2.876680246E+00,-247.415867E-03
-3.966030E-03,-719.912E-06,+2.921445E-03,-2.848212909E+00,-246.512547E-03
-3.961035E-03,-683.103E-06,+2.996118E-03,-2.817572206E+00,-228.097020E-03
-3.956040E-03,-612.952E-06,+2.928581E-03,-2.790003111E+00,-209.412938E-03
-3.951045E-03,-832.425E-06,+2.893731E-03,-2.761799594E+00,-287.747899E-03
-3.946050E-03,-925.817E-06,+2.863882E-03,-2.731171453E+00,-323.380223E-03
-3.941055E-03,-754.083E-06,+2.848530E-03,-2.698558388E+00,-264.852391E-03
-3.936060E-03,-842.023E-06,+2.773807E-03,-2.667402610E+00,-303.690282E-03
-3.931065E-03,-832.098E-06,+2.837601E-03,-2.638596077E+00,-293.353367E-03
-3.926070E-03,-892.575E-06,+2.829837E-03,-2.610964168E+00,-315.565282E-03
-3.921075E-03,-1.005339E-03,+2.702701E-03,-2.579758138E+00,-372.086278E-03
-3.916080E-03,-837.550E-06,+2.741822E-03,-2.552898842E+00,-305.638524E-03
-3.911085E-03,-777.601E-06,+2.903857E-03,-2.523665174E+00,-267.877293E-03
-3.906090E-03,-895.038E-06,+2.843530E-03,-2.491315928E+00,-314.932957E-03
-3.901095E-03,-1.007701E-03,+2.640415E-03,-2.461315928E+00,-381.771336E-03
-3.896100E-03,-1.065892E-03,+2.605339E-03,-2.431234270E+00,-409.268895E-03
-3.891105E-03,-1.027802E-03,+2.627626E-03,-2.401058391E+00,-391.720067E-03
-3.886110E-03,-969.510E-06,+2.759510E-03,-2.371592311E+00,-351.434422E-03
-3.881115E-03,-975.842E-06,+2.709460E-03,-2.340637538E+00,-360.333348E-03
-3.876120E-03,-974.611E-06,+2.582726E-03,-2.308369950E+00,-377.518407E-03
-3.871125E-03,-999.183E-06,+2.433606E-03,-2.280543317E+00,-410.697117E-03
-3.866130E-03,-1.013003E-03,+2.709510E-03,-2.250983016E+00,-374.139500E-03
-3.861135E-03,-965.314E-06,+2.792274E-03,-2.219820956E+00,-345.872899E-03
-3.856140E-03,-1.037173E-03,+2.668907E-03,-2.190926484E+00,-388.719578E-03
-3.851145E-03,-905.289E-06,+2.648380E-03,-2.164393821E+00,-341.969090E-03
-3.846150E-03,-940.138E-06,+2.670038E-03,-2.131516937E+00,-352.225438E-03
-3.841155E-03,-913.480E-06,+2.641596E-03,-2.099519450E+00,-345.936375E-03
-3.836160E-03,-980.063E-06,+2.626244E-03,-2.071818445E+00,-373.314305E-03
-3.831165E-03,-906.997E-06,+2.723179E-03,-2.042861159E+00,-333.214207E-03
-3.826170E-03,-809.083E-06,+2.674636E-03,-2.011322215E+00,-302.589207E-03
-3.821175E-03,-777.450E-06,+2.711998E-03,-1.982050858E+00,-286.771336E-03
-3.816180E-03,-752.048E-06,+2.742148E-03,-1.953878748E+00,-274.452000E-03
-3.811185E-03,-697.977E-06,+2.874887E-03,-1.925694075E+00,-242.879735E-03
-3.806190E-03,-751.018E-06,+2.674887E-03,-1.893778246E+00,-280.877782E-03
-3.801195E-03,-836.495E-06,+2.675540E-03,-1.863055885E+00,-312.823582E-03
-3.796200E-03,-612.500E-06,+2.811370E-03,-1.836385031E+00,-218.045750E-03
-3.791205E-03,-539.535E-06,+2.865113E-03,-1.803577242E+00,-188.433934E-03
-3.786210E-03,-633.882E-06,+2.853254E-03,-1.770825986E+00,-222.306004E-03
-3.781215E-03,-556.646E-06,+2.965716E-03,-1.740989303E+00,-187.804051E-03
-3.776220E-03,-474.058E-06,+3.050314E-03,-1.714450359E+00,-155.528660E-03
-3.771225E-03,-472.048E-06,+3.013505E-03,-1.685474228E+00,-156.705418E-03
-3.766230E-03,-442.199E-06,+3.041947E-03,-1.653018198E+00,-145.457860E-03
-3.761235E-03,-490.339E-06,+2.953907E-03,-1.621805887E+00,-166.129246E-03
-3.756240E-03,-621.018E-06,+2.884184E-03,-1.591020712E+00,-215.433446E-03
-3.751245E-03,-381.068E-06,+3.078807E-03,-1.563357395E+00,-123.917332E-03
-3.746250E-03,-194.535E-06,+3.112626E-03,-1.532584783E+00,-62.613621E-03
-3.741255E-03,-479.183E-06,+2.989560E-03,-1.504619959E+00,-160.409032E-03
-3.736260E-03,-479.008E-06,+2.966319E-03,-1.472421467E+00,-161.593114E-03
-3.731265E-03,-328.932E-06,+3.067274E-03,-1.442069708E+00,-107.354832E-03
-3.726270E-03,-116.319E-06,+3.152249E-03,-1.409795839E+00,-36.971532E-03
-3.721275E-03,-315.264E-06,+3.046545E-03,-1.380260664E+00,-103.617039E-03
-3.716280E-03,-380.540E-06,+3.003505E-03,-1.354469207E+00,-126.771336E-03
-3.711285E-03,-411.671E-06,+2.883857E-03,-1.324657649E+00,-142.847996E-03
-3.706290E-03,-270.565E-06,+3.015465E-03,-1.293891318E+00,-89.781590E-03
-3.701295E-03,-216.068E-06,+3.107425E-03,-1.264676494E+00,-69.635106E-03
-3.696300E-03,-196.545E-06,+2.934988E-03,-1.233841067E+00,-67.032567E-03
-3.691305E-03,-302.902E-06,+2.805565E-03,-1.204092324E+00,-108.101903E-03
-3.686310E-03,-225.339E-06,+3.010088E-03,-1.172490565E+00,-75.018407E-03
-3.681315E-03,+30.339E-06,+3.218782E-03,-1.140411420E+00,+9.334621E-03
-3.676320E-03,-213.329E-06,+3.097877E-03,-1.112075993E+00,-69.002782E-03
-3.671325E-03,-238.128E-06,+2.980214E-03,-1.082333531E+00,-80.008641E-03
-3.666330E-03,-72.324E-06,+3.044108E-03,-1.051020717E+00,-23.836766E-03
-3.661335E-03,+50.214E-06,+3.128153E-03,-1.022496848E+00,+15.963039E-03
-3.656340E-03,-99.686E-06,+3.256194E-03,-993.841070E-03,-30.672703E-03
-3.651345E-03,-161.947E-06,+3.247601E-03,-963.734286E-03,-49.974461E-03
-3.646350E-03,-94.661E-06,+3.114133E-03,-931.454136E-03,-30.496922E-03
-3.641355E-03,-108.756E-06,+3.122123E-03,-900.756900E-03,-34.935399E-03
-3.636360E-03,-77.475E-06,+3.204862E-03,-873.508156E-03,-24.224949E-03
-3.631365E-03,-156.696E-06,+3.224460E-03,-842.773232E-03,-48.682957E-03
-3.626370E-03,-30.691E-06,+3.138957E-03,-810.135042E-03,-9.910985E-03
-3.621375E-03,-67.023E-06,+3.135239E-03,-780.857404E-03,-21.475926E-03
-3.616380E-03,-127.374E-06,+2.992098E-03,-751.410168E-03,-42.679539E-03
-3.611385E-03,-40.666E-06,+3.104812E-03,-721.460419E-03,-13.175145E-03
-3.606390E-03,-25.188E-06,+3.138078E-03,-688.533284E-03,-8.101903E-03
-3.601395E-03,-70.339E-06,+3.135968E-03,-657.716701E-03,-22.511082E-03
-3.596400E-03,-130.842E-06,+3.047927E-03,-631.265697E-03,-42.996922E-03
-3.591405E-03,-96.646E-06,+3.026470E-03,-601.064692E-03,-32.015477E-03
-3.586410E-03,+31.143E-06,+3.087098E-03,-569.173989E-03,+9.991359E-03
-3.581415E-03,+12.274E-06,+3.165691E-03,-539.374994E-03,+3.731593E-03
-3.576420E-03,-15.892E-06,+3.201269E-03,-510.543336E-03,-5.037938E-03
-3.571425E-03,+50.691E-06,+3.262249E-03,-481.422734E-03,+15.450343E-03
-3.566430E-03,-43.028E-06,+3.190817E-03,-450.643839E-03,-13.546239E-03
-3.561435E-03,+92.776E-06,+3.343455E-03,-420.204141E-03,+27.681789E-03
-3.556440E-03,+174.560E-06,+3.351219E-03,-390.505649E-03,+52.022609E-03
-3.551445E-03,+72.701E-06,+3.287349E-03,-360.694092E-03,+22.017726E-03
-3.546450E-03,+22.927E-06,+3.266018E-03,-329.601127E-03,+6.881008E-03
-3.541455E-03,+39.912E-06,+3.256043E-03,-299.569720E-03,+12.115383E-03
-3.536460E-03,+54.209E-06,+3.342751E-03,-270.185299E-03,+16.121730E-03
-3.531465E-03,+25.817E-06,+3.338807E-03,-238.809671E-03,+7.637843E-03
-3.526470E-03,+12.023E-06,+3.284812E-03,-204.720475E-03,+3.592433E-03
-3.521475E-03,+45.666E-06,+3.275691E-03,-178.030777E-03,+13.851222E-03
-3.516480E-03,+33.656E-06,+3.177274E-03,-152.635049E-03,+10.526027E-03
-3.511485E-03,-76.420E-06,+3.207626E-03,-121.366205E-03,-23.885594E-03
-3.506490E-03,-54.962E-06,+3.205515E-03,-91.422738E-03,-17.254735E-03
-3.501495E-03,-135.188E-06,+3.141470E-03,-63.181532E-03,-43.126317E-03
-3.496500E-03,-105.339E-06,+3.077450E-03,-36.981784E-03,-34.293309E-03
-3.491505E-03,-99.158E-06,+3.113354E-03,-8.740578E-03,-31.939793E-03
-3.486510E-03,-222.802E-06,+3.096219E-03,+18.150125E-03,-72.064305E-03
-3.481515E-03,-138.580E-06,+3.144761E-03,+49.016959E-03,-44.159032E-03
-3.476520E-03,-115.339E-06,+3.200138E-03,+80.643843E-03,-36.160985E-03
-3.471525E-03,-25.691E-06,+3.219661E-03,+109.971732E-03,-8.072606E-03
-3.466530E-03,-253.781E-06,+3.051169E-03,+137.044597E-03,-83.241063E-03
-3.461535E-03,-100.842E-06,+3.112651E-03,+164.839822E-03,-32.493992E-03
-3.456540E-03,-90.113E-06,+3.227199E-03,+195.116204E-03,-28.021336E-03
-3.451545E-03,-109.535E-06,+3.143254E-03,+225.047108E-03,-34.952489E-03
-3.446550E-03,-197.676E-06,+3.060993E-03,+253.878766E-03,-64.652196E-03
-3.441555E-03,-98.379E-06,+3.147274E-03,+284.475499E-03,-31.346532E-03
