x-axis,1,2
second,Volt,Volt
-5.000000E-03,+238.128E-06,-2.757946031E+00
-4.995000E-03,+407.399E-06,-3.020923410E+00
-4.990000E-03,+403.781E-06,-2.995935971E+00
-4.985000E-03,+283.932E-06,-2.971513853E+00
-4.980000E-03,+240.465E-06,-2.937393247E+00
-4.975000E-03,+411.495E-06,-2.916049032E+00
-4.970000E-03,+303.455E-06,-2.893574137E+00
-4.965000E-03,+259.284E-06,-2.856639461E+00
-4.960000E-03,+209.510E-06,-2.832531433E+00
-4.955000E-03,+232.525E-06,-2.804943464E+00
-4.950000E-03,+353.078E-06,-2.768812815E+00
-4.945000E-03,+145.590E-06,-2.742317840E+00
-4.940000E-03,+421.017E-06,-2.708800231E+00
-4.935000E-03,+134.359E-06,-2.679277642E+00
-4.930000E-03,+487.173E-06,-2.653272590E+00
-4.925000E-03,+330.717E-06,-2.615232381E+00
-4.920000E-03,+83.127E-06,-2.586739932E+00
-4.915000E-03,+260.591E-06,-2.553900705E+00
-4.910000E-03,+281.218E-06,-2.521639431E+00
-4.905000E-03,+230.063E-06,-2.495383128E+00
-4.900000E-03,+128.956E-06,-2.457443402E+00
-4.895000E-03,+107.276E-06,-2.431463549E+00
-4.890000E-03,+9.811E-06,-2.402920782E+00
-4.885000E-03,+152.854E-06,-2.367242407E+00
-4.880000E-03,+87.902E-06,-2.339817770E+00
-4.875000E-03,+42.776E-06,-2.302543891E+00
-4.870000E-03,+10.214E-06,-2.273347951E+00
-4.865000E-03,+7.275E-06,-2.244742373E+00
-4.860000E-03,+297.224E-06,-2.209742390E+00
-4.855000E-03,+274.410E-06,-2.187644423E+00
-4.850000E-03,+248.806E-06,-2.155747360E+00
-4.845000E-03,+286.468E-06,-2.121714768E+00
-4.840000E-03,+109.560E-06,-2.099189627E+00
-4.835000E-03,+200.063E-06,-2.064465935E+00
-4.830000E-03,+135.087E-06,-2.036363013E+00
-4.825000E-03,+49.431E-06,-2.012845361E+00
-4.820000E-03,-48.833E-06,-1.975295084E+00
-4.815000E-03,-189.435E-06,-1.944214713E+00
-4.810000E-03,-117.953E-06,-1.909503594E+00
-4.805000E-03,-68.555E-06,-1.876438337E+00
-4.800000E-03,-182.100E-06,-1.848649350E+00
-4.795000E-03,-199.937E-06,-1.812769956E+00
-4.790000E-03,-363.457E-06,-1.792556513E+00
-4.785000E-03,-207.826E-06,-1.774516169E+00
-4.780000E-03,-33.630E-06,-1.736375410E+00
-4.775000E-03,-292.526E-06,-1.705935801E+00
-4.770000E-03,-358.503E-06,-1.673938221E+00
